Open,High,Low,Close,Volume
1.2098628282546997,1.2098628282546997,1.11055588722229,1.1287955045700073,0
1.1287955045700073,1.1484194993972778,1.117680549621582,1.1205360889434814,0
1.119795799255371,1.1240400075912476,1.0460032224655151,1.0830246210098267,0
1.0741022825241089,1.1247594356536865,1.0521597862243652,1.1114321947097778,0
1.1215037107467651,1.145304799079895,1.0821995735168457,1.0960345268249512,0
1.095902442932129,1.1428401470184326,1.0888904333114624,1.122296690940857,0
1.1134989261627197,1.1219995021820068,1.081270456314087,1.0939244031906128,0
1.0969001054763794,1.1705996990203857,1.0850305557250977,1.1340054273605347,0
1.1225990056991577,1.1460003852844238,1.1089695692062378,1.1255937814712524,0
1.1171561479568481,1.1494200229644775,1.0910003185272217,1.100897192955017,0
1.1024993658065796,1.1060001850128174,1.056400179862976,1.0583018064498901,0
1.0572947263717651,1.107000470161438,1.0541995763778687,1.093398094177246,0
